City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Puri,IN,2022-10-13 17:29:45,19.8,85.85,81.12,75,11,5.26
295,Haimen,CN,2022-10-13 17:29:46,23.1935,116.6142,73.29,74,10,16.71
296,Nicoya,CR,2022-10-13 17:27:29,10.1483,-85.452,81.68,80,76,1.68
297,Almaznyy,RU,2022-10-13 17:29:47,48.0448,40.045,50.83,56,81,9.53
298,Pakala,IN,2022-10-13 17:29:47,13.4667,79.1167,77.41,95,21,3.33
299,Dabakala,CI,2022-10-13 17:29:48,8.3667,-4.4333,83.21,72,78,1.28
300,Pesaro,IT,2022-10-13 17:29:48,43.9036,12.8903,66.13,80,17,2.51
301,Taksimo,RU,2022-10-13 17:29:49,56.3444,114.8794,32.2,92,100,1.74
302,Qasigiannguit,GL,2022-10-13 17:29:49,68.8193,-51.1922,25.05,88,93,3.15
303,Lugovoy,KZ,2022-10-13 17:29:50,42.9472,72.7644,59.85,16,52,4.34
304,Lattes,FR,2022-10-13 17:29:50,43.5675,3.9046,70.05,88,100,1.14
305,Gorom-Gorom,BF,2022-10-13 17:29:51,14.4439,-0.2361,100.31,13,94,12.01
306,Pisco,PE,2022-10-13 17:29:51,-13.7,-76.2167,65.01,72,100,10.36
307,Seoul,KR,2022-10-13 17:28:40,37.5683,126.9778,56.64,93,40,1.14
308,Sao Joao Da Barra,BR,2022-10-13 17:25:53,-21.6403,-41.0511,84.29,69,7,17.45
309,Novita,CO,2022-10-13 17:29:52,4.9551,-76.6053,75.72,90,100,2.19
310,Isernia,IT,2022-10-13 17:29:53,41.6002,14.2382,58.53,94,100,5.73
311,Vila Velha,BR,2022-10-13 17:29:54,-20.3297,-40.2925,84.15,61,20,16.11
312,Plastun,RU,2022-10-13 17:29:55,44.7561,136.2939,47.52,76,73,4.63
313,Mozhga,RU,2022-10-13 17:29:55,56.4447,52.2276,46.29,90,100,0.72
314,Meulaboh,ID,2022-10-13 17:29:56,4.1363,96.1285,76.68,85,70,3.38
315,Chapais,CA,2022-10-13 17:30:57,49.7834,-74.8492,53.38,86,100,13.15
316,Port Blair,IN,2022-10-13 17:30:57,11.6667,92.75,77.04,94,40,2.3
317,Ayan,RU,2022-10-13 17:30:58,56.45,138.1667,40.96,71,35,8.59
318,Krasnyy Chikoy,RU,2022-10-13 17:30:58,50.3643,108.7512,34.9,90,94,8.3
319,Khorixas,NA,2022-10-13 17:30:59,-20.3667,14.9667,76.77,35,77,17.92
320,Noumea,NC,2022-10-13 17:27:28,-22.2763,166.4572,62.58,71,92,9.04
321,Gondar,ET,2022-10-13 17:31:01,12.6,37.4667,59.65,80,59,4.32
322,Ati,TD,2022-10-13 17:31:01,13.2154,18.3353,94.41,17,29,9.75
323,Bozeman,US,2022-10-13 17:31:02,45.6796,-111.0386,59.63,53,0,1.01
324,Bairiki,KI,2022-10-13 17:31:02,1.3292,172.9752,80.6,83,20,8.05
325,Grindavik,IS,2022-10-13 17:30:46,63.8424,-22.4338,43.27,75,75,17.27
326,Hambantota,LK,2022-10-13 17:31:03,6.1241,81.1185,78.49,84,98,16.89
327,Hamilton,US,2022-10-13 17:31:04,39.1834,-84.5333,63.73,43,0,13.8
328,Kinshasa,CD,2022-10-13 17:31:04,-4.3246,15.3215,84.83,54,85,2.77
329,Kupang,ID,2022-10-13 17:31:05,-10.1667,123.5833,78.28,79,6,5.01
330,Apollonia,GR,2022-10-13 17:31:05,36.9716,24.7231,63.99,57,44,10.07
331,Gao,ML,2022-10-13 17:31:06,16.6362,1.637,95.34,12,11,9.69
332,Yerbogachen,RU,2022-10-13 17:31:06,61.2767,108.0108,31.28,97,99,7.31
333,Abalak,RU,2022-10-13 17:31:07,58.1286,68.5944,44.4,73,99,9.28
334,Severo-Kurilsk,RU,2022-10-13 17:31:08,50.6789,156.125,43.07,71,76,10.63
335,Esmeralda,CU,2022-10-13 17:31:08,21.8525,-78.1169,90.55,52,52,6.35
336,Iqaluit,CA,2022-10-13 17:30:13,63.7506,-68.5145,24.53,79,20,3.44
337,Penzance,GB,2022-10-13 17:31:09,50.1186,-5.5371,57.88,94,40,5.75
338,Punta Alta,AR,2022-10-13 17:26:21,-38.8759,-62.0736,58.24,24,5,10.22
339,Waverley,ZA,2022-10-13 17:31:10,-25.7023,28.2591,81.21,28,0,5.75
340,Kahului,US,2022-10-13 17:31:11,20.8947,-156.47,80.83,80,75,5.75
341,Muros,ES,2022-10-13 17:31:12,42.7762,-9.0603,65.14,93,91,2.98
342,Amga,RU,2022-10-13 17:31:13,60.8953,131.9608,30.67,97,99,2.26
343,Alenquer,BR,2022-10-13 17:31:13,-1.9417,-54.7383,91.69,45,45,5.23
344,Vasai,IN,2022-10-13 17:30:51,19.47,72.8,80.69,75,74,7.23
345,Abnub,EG,2022-10-13 17:31:14,27.2696,31.1511,79.02,39,0,10.74
346,Osa,RU,2022-10-13 17:31:15,57.2829,55.4567,46.98,68,96,1.25
347,Chubbuck,US,2022-10-13 17:31:15,42.9208,-112.4661,65.64,39,0,1.01
348,Richards Bay,ZA,2022-10-13 17:31:16,-28.783,32.0377,76.17,75,72,12.68
349,Cayenne,GF,2022-10-13 17:30:05,4.9333,-52.3333,87.84,66,75,8.05
350,Tromso,NO,2022-10-13 17:31:17,69.6496,18.957,44.62,93,75,5.75
351,Sisimiut,GL,2022-10-13 17:31:17,66.9395,-53.6735,31.82,80,84,14.72
352,Chara,RU,2022-10-13 17:31:17,56.9064,118.2631,30.06,74,89,3.27
353,Itarema,BR,2022-10-13 17:31:18,-2.9248,-39.9167,85.32,63,45,20.47
354,Kununurra,AU,2022-10-13 17:31:18,-15.7667,128.7333,78.78,73,24,3.44
355,Belaya Gora,RU,2022-10-13 17:31:19,68.5333,146.4167,5.58,89,18,1.72
356,Honningsvag,NO,2022-10-13 17:31:20,70.9821,25.9704,37.15,87,20,4.61
357,Tullahoma,US,2022-10-13 17:31:20,35.362,-86.2094,67.66,46,40,11.5
358,Rocha,UY,2022-10-13 17:31:21,-34.4833,-54.3333,54.27,62,100,17.81
359,Mtambile,TZ,2022-10-13 17:27:16,-5.3833,39.7,75.04,77,32,13.73
360,Puerto Escondido,MX,2022-10-13 17:31:22,15.85,-97.0667,86.83,54,40,3.44
361,Buenos Aires,AR,2022-10-13 17:28:37,-34.6132,-58.3772,66.99,23,0,13.8
362,Vanimo,PG,2022-10-13 17:31:23,-2.6741,141.3028,76.78,88,97,3.6
363,Thunder Bay,CA,2022-10-13 17:31:01,48.4001,-89.3168,44.58,65,75,10.36
364,Erzincan,TR,2022-10-13 17:32:24,39.75,39.5,58.3,44,75,5.75
365,Grand Gaube,MU,2022-10-13 17:32:24,-20.0064,57.6608,72.37,67,0,7.0
366,Kruisfontein,ZA,2022-10-13 17:32:25,-34.0033,24.7314,68.88,95,100,11.36
367,Olafsvik,IS,2022-10-13 17:32:25,64.8945,-23.7142,40.6,77,78,19.1
368,Port-Gentil,GA,2022-10-13 17:32:26,-0.7193,8.7815,80.56,83,75,13.8
369,Boende,CD,2022-10-13 17:32:26,-0.2167,20.8667,72.21,93,91,1.97
370,Luanda,AO,2022-10-13 17:32:10,-8.8368,13.2343,76.46,81,15,12.06
371,Glendive,US,2022-10-13 17:32:27,47.1053,-104.7125,52.75,31,0,27.63
372,Ewa Beach,US,2022-10-13 17:32:27,21.3156,-158.0072,76.84,92,75,3.44
373,Tugulym,RU,2022-10-13 17:32:28,57.0591,64.6425,51.87,73,100,8.99
374,Vila Franca Do Campo,PT,2022-10-13 17:32:28,37.7167,-25.4333,72.01,70,4,5.57
375,Jambi,ID,2022-10-13 17:32:29,-1.6,103.6167,75.09,96,98,1.36
376,Sfantu Gheorghe,RO,2022-10-13 17:32:29,45.8667,25.7833,50.94,86,91,3.11
377,Radhanpur,IN,2022-10-13 17:32:30,23.8333,71.6,85.59,33,1,1.59
378,Mendoza,AR,2022-10-13 17:32:30,-32.8908,-68.8272,58.53,20,0,3.44
379,Kandrian,PG,2022-10-13 17:32:31,-6.2167,149.55,76.3,85,93,3.53
380,Paracuru,BR,2022-10-13 17:32:31,-3.41,-39.0306,82.11,63,56,17.58
381,Esil,KZ,2022-10-13 17:32:32,51.9556,66.4042,52.45,27,67,7.74
382,Bitkine,TD,2022-10-13 17:32:33,11.9801,18.2138,83.88,48,59,6.08
383,San Jose,US,2022-10-13 17:32:33,37.3394,-121.895,63.84,76,100,6.91
384,Morehead,US,2022-10-13 17:32:34,37.2711,-87.1764,65.95,28,0,5.75
385,Tasiilaq,GL,2022-10-13 17:32:35,65.6145,-37.6368,33.96,80,100,6.35
386,Paamiut,GL,2022-10-13 17:27:57,61.994,-49.6678,29.79,47,7,9.04
387,Nongpoh,IN,2022-10-13 17:32:35,25.9,91.8833,67.91,98,62,2.53
388,Ternate,ID,2022-10-13 17:32:36,0.8,127.4,81.46,80,99,4.99
389,Kita,ML,2022-10-13 17:32:36,13.0349,-9.4895,84.88,49,64,2.44
390,Garhi Khairo,PK,2022-10-13 17:32:37,28.0606,67.9803,77.45,23,0,2.93
391,Zurrieq,MT,2022-10-13 17:32:37,35.8311,14.4742,72.91,83,40,6.91
392,Qaracala,AZ,2022-10-13 17:32:38,39.8132,48.9523,65.86,63,100,7.11
393,Moses Lake,US,2022-10-13 17:31:07,47.1301,-119.2781,63.28,41,0,11.5
394,Syasstroy,RU,2022-10-13 17:32:39,60.1367,32.5691,42.8,81,89,7.7
395,Ushibuka,JP,2022-10-13 17:32:39,32.1906,130.0228,68.14,82,3,7.52
396,Kamien Pomorski,PL,2022-10-13 17:32:40,53.9685,14.7726,53.96,76,100,7.02
397,Hazorasp,UZ,2022-10-13 17:32:41,41.3194,61.0742,51.64,39,67,12.68
398,Krasnoye Selo,RU,2022-10-13 17:32:42,59.7383,30.0894,41.77,81,0,4.47
399,Ramanuj Ganj,IN,2022-10-13 17:32:42,23.8,83.7,70.18,89,29,2.46
400,Okhotsk,RU,2022-10-13 17:32:43,59.3833,143.3,29.71,60,100,7.31
401,Portland,US,2022-10-13 17:30:39,45.5234,-122.6762,72.77,65,40,8.01
402,Teya,RU,2022-10-13 17:32:44,60.3778,92.6267,31.3,91,95,4.76
403,Sitka,US,2022-10-13 17:32:44,57.0531,-135.33,58.89,88,100,24.16
404,Lompoc,US,2022-10-13 17:32:44,34.6391,-120.4579,66.52,83,75,6.91
405,Kommunar,RU,2022-10-13 17:32:45,59.6206,30.39,42.33,88,98,5.57
406,Wencheng,CN,2022-10-13 17:32:45,33.0559,113.7978,57.52,58,17,3.27
407,Woodward,US,2022-10-13 17:32:46,36.4337,-99.3904,69.96,27,0,11.5
408,Nexo,DK,2022-10-13 17:32:46,55.0607,15.1306,55.49,81,100,9.78
409,Dakar,SN,2022-10-13 17:33:47,14.6937,-17.4441,87.93,70,0,4.61
410,Xining,CN,2022-10-13 17:33:47,36.6167,101.7667,40.62,64,90,2.15
411,Liberal,US,2022-10-13 17:33:48,37.0431,-100.921,65.44,27,0,9.22
412,Dracena,BR,2022-10-13 17:33:49,-21.4843,-51.535,85.77,45,100,4.27
413,Yekaterinovka,RU,2022-10-13 17:33:49,52.0508,44.3451,44.82,79,50,6.93
414,Rakovski,BG,2022-10-13 17:33:50,42.3,24.9667,60.73,49,76,5.77
415,Mocuba,MZ,2022-10-13 17:33:50,-16.8392,36.9856,75.31,76,5,7.45
416,Kiunga,PG,2022-10-13 17:33:51,-6.1219,141.2906,71.28,100,100,2.1
417,Teahupoo,PF,2022-10-13 17:33:51,-17.8333,-149.2667,73.36,81,15,8.88
418,Petatlan,MX,2022-10-13 17:33:52,17.5167,-101.2667,87.6,66,81,6.22
419,Pemangkat,ID,2022-10-13 17:33:53,1.1667,108.9667,79.86,80,100,7.9
420,Ko Samui,TH,2022-10-13 17:33:53,9.5357,99.9357,82.24,74,98,8.34
421,Tomatlan,MX,2022-10-13 17:33:55,19.9333,-105.25,86.76,50,58,3.0
422,Terney,RU,2022-10-13 17:33:55,45.0503,136.6092,49.19,79,62,6.24
423,Birao,CF,2022-10-13 17:33:56,10.2849,22.7882,80.76,54,34,2.86
424,Tilichiki,RU,2022-10-13 17:33:56,60.4667,166.1,26.65,93,100,0.92
425,Bria,CF,2022-10-13 17:33:57,6.5423,21.9863,73.98,85,69,4.97
426,Aykhal,RU,2022-10-13 17:31:19,66.0,111.5,19.53,96,99,7.7
427,Extremoz,BR,2022-10-13 17:33:58,-5.7056,-35.3072,86.45,58,40,13.8
428,Orizona,BR,2022-10-13 17:33:58,-17.0314,-48.2958,91.71,15,100,11.16
429,Koslan,RU,2022-10-13 17:33:59,63.4564,48.8989,40.5,91,100,3.47
430,Koubia,GN,2022-10-13 17:33:59,11.5833,-11.9,75.33,78,32,3.36
431,Viedma,AR,2022-10-13 17:34:01,-40.8135,-62.9967,55.89,25,0,12.8
432,Dole,FR,2022-10-13 17:34:01,47.0833,5.5,58.91,94,100,3.44
433,Araouane,ML,2022-10-13 17:34:02,18.9048,-3.5265,95.86,10,64,4.23
434,Shihezi,CN,2022-10-13 17:34:03,44.3,86.0333,52.3,33,0,1.7
435,Lipari,IT,2022-10-13 17:34:04,38.4674,14.954,69.33,80,64,24.65
436,Ballangen,NO,2022-10-13 17:34:04,68.3428,16.8315,46.62,76,75,10.36
437,Imeni Babushkina,RU,2022-10-13 17:34:05,59.7573,43.1285,40.21,78,98,3.53
438,Bundaberg,AU,2022-10-13 17:34:06,-24.85,152.35,61.21,99,100,4.61
439,Biltine,TD,2022-10-13 17:34:06,14.5333,20.9167,91.62,17,63,6.98
440,Domoni,KM,2022-10-13 17:34:07,-12.2569,44.5319,75.0,77,9,0.58
441,Nabire,ID,2022-10-13 17:34:08,-3.3667,135.4833,75.25,88,100,2.44
442,Arawa,PG,2022-10-13 17:34:09,-6.2132,155.5367,75.69,92,100,0.22
443,Nivala,FI,2022-10-13 17:34:09,63.9167,24.9667,46.69,90,100,9.66
444,Ketchikan,US,2022-10-13 17:34:10,55.3422,-131.6461,54.07,94,100,14.97
445,Ulaanbaatar,MN,2022-10-13 17:30:53,47.9077,106.8832,30.33,59,40,2.24
446,Muroto,JP,2022-10-13 17:34:11,33.2833,134.15,71.49,70,77,10.92
447,West Bay,KY,2022-10-13 17:34:12,19.3667,-81.4167,87.87,66,20,8.05
448,San Juan,AR,2022-10-13 17:34:12,-31.5375,-68.5364,65.95,21,2,10.92
449,Port Hawkesbury,CA,2022-10-13 17:34:13,45.6169,-61.3485,67.89,67,0,6.91
450,Magadan,RU,2022-10-13 17:34:13,59.5667,150.8,29.26,85,99,4.05
451,Mahibadhoo,MV,2022-10-13 17:34:14,3.7833,72.9667,78.96,83,100,20.96
452,Chernyshevskiy,RU,2022-10-13 17:35:14,63.0128,112.4714,28.69,98,99,2.48
453,Saint-Louis,SN,2022-10-13 17:35:15,16.3333,-15.0,92.84,26,35,7.85
454,Concepcion Del Oro,MX,2022-10-13 17:35:16,24.6333,-101.4167,69.44,34,9,3.18
455,Keith,GB,2022-10-13 17:35:17,57.5363,-2.9481,52.57,69,83,9.28
456,Parsabad,IR,2022-10-13 17:35:17,39.6482,47.9174,66.52,68,75,4.61
457,Sabya,SA,2022-10-13 17:35:18,17.1495,42.6254,89.22,61,3,6.17
458,Tiarei,PF,2022-10-13 17:35:18,-17.5333,-149.3333,78.82,80,11,8.48
459,Dubbo,AU,2022-10-13 17:35:19,-32.25,148.6167,57.33,100,75,8.05
460,Nadym,RU,2022-10-13 17:35:20,65.5333,72.5167,38.28,85,100,13.69
461,Kamaishi,JP,2022-10-13 17:35:20,39.2667,141.8833,53.92,83,65,6.53
462,Bani,DO,2022-10-13 17:35:21,18.2833,-70.3333,90.84,60,59,13.27
463,Makueni,KE,2022-10-13 17:35:21,-1.8041,37.6203,70.45,40,98,10.02
464,Kailua,US,2022-10-13 17:33:49,21.4022,-157.7394,77.9,94,3,5.84
465,Itupiranga,BR,2022-10-13 17:35:22,-5.1347,-49.3267,95.32,42,54,4.68
466,Luderitz,NA,2022-10-13 17:35:22,-26.6481,15.1594,60.08,85,1,14.23
467,Mucuri,BR,2022-10-13 17:35:23,-18.0864,-39.5508,79.95,62,39,12.64
468,Camana,PE,2022-10-13 17:35:23,-16.6228,-72.7111,65.43,65,18,9.48
469,Robertsport,LR,2022-10-13 17:35:24,6.7533,-11.3686,79.84,80,83,9.26
470,Smithers,CA,2022-10-13 17:35:24,54.7804,-127.1743,43.12,87,75,5.75
471,Muli,MV,2022-10-13 17:35:25,2.9167,73.5667,79.2,84,100,23.33
472,Bandarbeyla,SO,2022-10-13 17:35:25,9.4942,50.8122,77.95,86,25,4.12
473,Jijiga,ET,2022-10-13 17:35:26,9.35,42.8,70.81,52,99,7.92
474,Northam,GB,2022-10-13 17:35:27,51.0333,-4.2167,57.61,89,98,5.97
475,Lermontovka,RU,2022-10-13 17:35:27,47.1453,134.3383,44.76,98,12,4.76
476,Zhigansk,RU,2022-10-13 17:35:27,66.7697,123.3711,24.44,98,100,0.87
477,Sudbury,CA,2022-10-13 17:32:45,46.49,-80.99,49.17,89,100,4.0
478,Saint-Francois,FR,2022-10-13 17:35:28,46.4154,3.9054,60.24,82,100,3.44
479,Poronaysk,RU,2022-10-13 17:35:29,49.2167,143.1167,41.41,77,23,3.33
480,Xichang,CN,2022-10-13 17:35:29,27.8964,102.2634,56.26,91,100,3.47
481,Ntoum,GA,2022-10-13 17:35:30,0.3833,9.7833,76.32,92,91,4.85
482,Upernavik,GL,2022-10-13 17:35:30,72.7868,-56.1549,15.12,71,68,5.46
483,Padilla,CO,2022-10-13 17:35:31,3.2204,-76.3139,80.17,78,100,1.95
484,Armidale,AU,2022-10-13 17:33:00,-30.5167,151.65,51.01,87,99,5.19
485,Tricase,IT,2022-10-13 17:35:31,39.9304,18.3553,61.95,92,100,15.14
486,Tete,MZ,2022-10-13 17:35:32,-16.1564,33.5867,93.29,26,20,5.75
487,George,ZA,2022-10-13 17:35:32,-33.963,22.4617,60.35,100,100,8.05
488,Bubaque,GW,2022-10-13 17:35:33,11.2833,-15.8333,81.9,76,22,8.9
489,Bahia Blanca,AR,2022-10-13 17:34:09,-38.7196,-62.2724,60.58,19,3,10.47
490,Hovd,MN,2022-10-13 17:35:33,48.0056,91.6419,34.75,49,1,0.56
491,Zvishavane,ZW,2022-10-13 17:35:34,-20.3267,30.0665,78.8,17,68,6.85
492,Katobu,ID,2022-10-13 17:35:34,-4.9408,122.5276,73.99,94,75,1.45
493,Koroni,GR,2022-10-13 17:35:35,36.8,21.95,69.08,70,100,5.3
494,San Policarpo,PH,2022-10-13 17:35:35,12.1791,125.5072,78.57,89,100,7.49
495,Lubango,AO,2022-10-13 17:35:36,-14.9172,13.4925,68.4,59,93,2.24
496,Zharkent,KZ,2022-10-13 17:35:36,44.1628,80.0,53.4,17,10,4.79
497,Saint George,US,2022-10-13 17:35:26,37.1041,-113.5841,74.79,24,0,1.99
498,Motihari,IN,2022-10-13 17:35:37,26.65,84.9167,75.63,81,2,4.5
499,Jalu,LY,2022-10-13 17:35:38,29.0331,21.5482,82.11,27,9,7.38
500,Ibipeba,BR,2022-10-13 17:36:39,-11.6408,-42.0111,91.83,19,16,7.92
501,Luganville,VU,2022-10-13 17:36:39,-15.5333,167.1667,75.83,83,98,5.55
502,Quirinopolis,BR,2022-10-13 17:36:40,-18.4483,-50.4517,94.15,19,71,7.14
503,Lima,PE,2022-10-13 17:34:42,-12.0432,-77.0282,59.25,72,100,6.91
504,Nhulunbuy,AU,2022-10-13 17:36:40,-12.2333,136.7667,77.61,94,59,0.0
505,Nioro,GM,2022-10-13 17:36:41,13.35,-15.75,87.33,68,62,3.71
506,Ancud,CL,2022-10-13 17:36:41,-41.8697,-73.8203,44.37,77,98,11.05
507,Dehloran,IR,2022-10-13 17:36:42,32.6941,47.2679,81.07,17,56,4.63
508,Pimampiro,EC,2022-10-13 17:36:42,0.4,-77.9667,71.35,61,97,4.05
509,Salinas,US,2022-10-13 17:36:42,36.6777,-121.6555,59.81,90,100,3.44
510,San Lorenzo,PY,2022-10-13 17:36:43,-25.3333,-57.5333,77.94,57,75,5.01
511,Virginia Beach,US,2022-10-13 17:33:18,36.8529,-75.978,74.03,89,75,6.91
512,Cabedelo,BR,2022-10-13 17:36:44,-6.9811,-34.8339,86.67,67,18,16.46
513,Blagoyevo,RU,2022-10-13 17:36:45,63.3667,47.9167,37.02,87,44,1.81
514,Quesnel,CA,2022-10-13 17:36:27,52.9999,-122.5029,43.3,87,0,5.75
515,Bose,IT,2022-10-13 17:36:45,45.4612,8.0137,62.29,82,100,2.86
516,Komsomolskiy,UZ,2022-10-13 17:36:46,40.4272,71.7189,57.92,44,36,6.91
517,Avera,US,2022-10-13 17:36:46,33.194,-82.5271,76.51,63,97,11.68
518,Thongwa,MM,2022-10-13 17:36:47,16.7619,96.5278,80.76,87,0,5.66
519,Chupa,RU,2022-10-13 17:36:47,66.27,33.0549,43.05,81,100,10.11
520,Arkhipo-Osipovka,RU,2022-10-13 17:36:48,44.37,38.52,55.65,60,100,9.75
521,Celendin,PE,2022-10-13 17:36:49,-6.8703,-78.1517,73.92,49,41,5.48
522,Salalah,OM,2022-10-13 17:36:50,17.0151,54.0924,80.69,78,75,3.44
523,Merrill,US,2022-10-13 17:36:33,45.1805,-89.6835,38.97,96,100,8.05
524,La Rioja,ES,2022-10-13 17:32:27,42.25,-2.5,65.98,55,96,1.43
525,Mut,TR,2022-10-13 17:36:53,36.6439,33.4389,69.8,39,41,3.98
526,Gizo,SB,2022-10-13 17:36:53,-8.103,156.8419,81.21,77,96,6.31
527,Anan,JP,2022-10-13 17:36:54,33.9167,134.65,64.18,84,30,10.6
528,Wilmington Island,US,2022-10-13 17:36:54,32.0036,-80.9737,77.99,48,26,7.99
529,Neresnytsya,UA,2022-10-13 17:36:55,48.1181,23.7659,54.46,93,24,1.95
530,Kaeo,NZ,2022-10-13 17:36:56,-35.1,173.7833,56.32,95,100,13.89
531,Nelson Bay,AU,2022-10-13 17:36:57,-32.7167,152.15,65.08,86,100,7.0
532,Santa Cruz Del Sur,CU,2022-10-13 17:36:57,20.7147,-77.9956,84.99,67,80,8.37
533,Kurilsk,RU,2022-10-13 17:36:58,45.2333,147.8833,50.29,84,95,8.39
534,Jaguaruana,BR,2022-10-13 17:36:29,-4.8339,-37.7811,94.86,37,66,15.68
535,Lumsden,CA,2022-10-13 17:36:59,50.6501,-104.8678,48.0,18,19,25.52
536,Labuhan,ID,2022-10-13 17:37:00,-6.8844,112.2051,78.15,83,100,8.79
537,Sur,OM,2022-10-13 17:37:00,22.5667,59.5289,79.79,44,4,6.96
538,Quatre Cocos,MU,2022-10-13 17:37:01,-20.2078,57.7625,72.09,73,7,15.28
539,Springdale,US,2022-10-13 17:37:01,36.1867,-94.1288,67.98,29,0,17.27
540,Bilibino,RU,2022-10-13 17:37:02,68.0546,166.4372,1.2,90,100,2.46
541,Sredniy Ikorets,RU,2022-10-13 17:37:02,51.0675,39.7584,46.35,67,100,7.43
542,Shemonaikha,KZ,2022-10-13 17:37:03,50.6328,81.9056,41.76,77,66,4.45
543,Villazon,BO,2022-10-13 17:37:04,-22.0866,-65.5942,57.49,4,1,3.06
544,Gazojak,TM,2022-10-13 17:37:05,41.1875,61.4036,60.35,35,63,13.31
545,Bechem,GH,2022-10-13 17:37:05,7.0903,-2.025,77.81,77,92,3.62
546,Hualmay,PE,2022-10-13 17:37:05,-11.0964,-77.6139,65.93,71,28,11.79
547,Auki,SB,2022-10-13 17:38:06,-8.7676,160.7034,75.31,88,84,4.21
548,Zyryanka,RU,2022-10-13 17:38:06,65.75,150.85,17.22,96,100,2.3
549,Kiruna,SE,2022-10-13 17:38:07,67.8557,20.2251,38.32,87,77,5.75
550,Hay River,CA,2022-10-13 17:38:08,60.8156,-115.7999,39.18,56,75,21.85
551,Karasburg,NA,2022-10-13 17:38:08,-28.0167,18.75,75.81,25,69,16.46
552,Tazmalt,DZ,2022-10-13 17:38:09,36.3868,4.3989,72.12,74,17,5.23
